country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2025 — Chemistry question paper,https://gate2026.iitg.ac.in/doc/download/2025/CY2025.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2025 — Biomedical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2025/BM2025.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2025 — Architecture and Planning question paper,https://gate2026.iitg.ac.in/doc/download/2025/AR2025.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2025 — Agricultural Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2025/AG2025.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2025 — Aerospace Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2025/AE2025.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Textile Engineering and Fibre Science question paper,https://gate2026.iitg.ac.in/doc/download/2024/TF24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Production and Industrial Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/PI24S1.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Physics question paper,https://gate2026.iitg.ac.in/doc/download/2024/PH24S2.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Petroleum Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/PE24S4.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Naval Architecture and Marine Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/NM24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Mining Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/MN24S4.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Metallurgical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/MT24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Mechanical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/ME24S2.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Mathematics question paper,https://gate2026.iitg.ac.in/doc/download/2024/MA24S4.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Life Sciences question paper,https://gate2026.iitg.ac.in/doc/download/2024/XL24S6.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Instrumentation Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/IN24S4.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - Sociology question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC624S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - Psychology question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC524S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - Philosophy question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC424S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - Linguistics question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC324S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - English question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC224S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Humanities & Social Sciences - Economics question paper,https://gate2026.iitg.ac.in/doc/download/2024/XHC124S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Geomatics Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/GE24S2.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Geology and Geophysics - Geophysics question paper,https://gate2026.iitg.ac.in/doc/download/2024/GG224S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Geology and Geophysics - Geology question paper,https://gate2026.iitg.ac.in/doc/download/2024/GG124S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Environmental Science & Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/ES24S1.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Engineering Sciences question paper,https://gate2026.iitg.ac.in/doc/download/2024/XE24S6.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Electronics and Communication Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/EC24S7.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Electrical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/EE24S8.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
